RecordId,ClosedYear,MonthOccurrence,County,NCIC,TotalNumberOfVictims,TotalNumberOfIndividualVictims,SuspectsRaceAsAGroup,TotalNumberOfSuspects,MostSeriousUcr,MostSeriousUcrType,MostSeriousLocation,MostSeriousBias,MostSeriousBiasType,MostSeriousVictimType,WeaponType,Offensive_Act,IsMultipleBias,TotalNumberOfIndividualVictimsAdult,TotalNumberOfIndividualVictimsJuvenile,TotalNumberOfSuspectsAdult,TotalNumberOfSuspectsJuvenile,SuspectsEthnicityAsAGroup
CA00-0000035278,2021,2,30,3019,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Parking Lot/Garage,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Business,,Graffiti,,0,0,0,0,Unknown
CA00-0000035279,2021,3,19,1942,1,1,Group of Multiple Races,1,Intimidation,Violent Crimes,Highway/Road/Alley/Street,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,"Blunt object (blugeon, club, etc.)",Other,,1,0,1,0,Hispanic or Latino
CA00-0000035280,2021,2,30,3019,1,1,White,1,Destruction/Damage/Vandalism,Property Crimes,Parking Lot/Garage,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Blunt object (blugeon, club, etc.)",Verbal slurs,,1,0,1,0,Unknown
CA00-0000035281,2021,2,19,1944,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,,Damage to vehicle,,1,0,0,0,Unknown
CA00-0000035282,2021,3,19,1942,1,1,Group of Multiple Races,1,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,Vehicle,Damage to vehicle,,1,0,1,0,Hispanic or Latino
CA00-0000035283,2021,3,19,1942,1,1,Asian,1,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,Knife or other cutting or stabbing instrument,Other,,1,0,1,0,Group of Multiple Ethnicities
CA00-0000035284,2021,3,19,1942,1,1,Unknown,2,Aggravated Assault,Violent Crimes,Residence/Home/Driveway,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation,Person,"Other (bottle, rocks, spitting)",Verbal slurs,,1,0,0,2,Hispanic or Latino
CA00-0000035285,2021,2,19,1942,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Highway/Road/Alley/Street,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry,Person,Unknown,Graffiti,,1,0,0,0,Unknown
CA00-0000035286,2021,2,40,4006,4,4,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Jewish,Religion,Person,,Graffiti,,4,0,0,0,Unknown
CA00-0000035287,2021,3,19,1942,1,1,Group of Multiple Races,1,Aggravated Assault,Violent Crimes,Convenience Store,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,Knife or other cutting or stabbing instrument,Verbal slurs,,1,0,1,0,Hispanic or Latino
CA00-0000035288,2021,2,43,4313,1,1,White,1,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,Vehicle,Verbal slurs,,1,0,1,0,Hispanic or Latino
CA00-0000035289,2021,1,1,113,1,1,White,1,Simple Assault,Violent Crimes,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,1,0,1,0,Unknown
CA00-0000035290,2021,3,19,1942,1,1,Native Hawaiian or Other Pacific Islander,1,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,Handgun,Damage to vehicle,,1,0,1,0,Not Hispanic or Latino
CA00-0000035291,2021,2,43,4313,1,1,White,1,Aggravated Assault,Violent Crimes,Drug Store/Dr Office/Hospital,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,"Other (bottle, rocks, spitting)",Verbal slurs,,1,0,1,0,
CA00-0000035292,2021,1,19,1919,2,2,White,1,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,,Verbal slurs,,2,0,1,0,Not Hispanic or Latino
CA00-0000035293,2021,2,43,4313,1,1,Unknown,1,Aggravated Assault,Violent Crimes,Convenience Store,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Other (bottle, rocks, spitting)",Verbal slurs,,1,0,1,0,Unknown
CA00-0000035294,2021,2,43,4313,1,1,White,1,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,,Verbal slurs,,0,1,1,0,Hispanic or Latino
CA00-0000035295,2021,3,19,1942,1,1,Unknown,2,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-White,Race/Ethnicity/Ancestry,Person,Knife or other cutting or stabbing instrument,Verbal slurs,,1,0,2,0,Hispanic or Latino
CA00-0000035296,2021,1,19,1915,1,1,Unknown,1,Aggravated Assault,Violent Crimes,Commercial/Office Building,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,1,0,1,0,Hispanic or Latino
CA00-0000035297,2021,3,19,1942,1,1,Unknown,2,Aggravated Assault,Violent Crimes,Park/Playground,Anti-Transgender,Gender Nonconforming,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,1,0,2,0,Hispanic or Latino
CA00-0000035298,2021,1,19,191R,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,School-Elementary/Secondary,Anti-Jewish,Religion,Government,,Graffiti,,0,0,0,0,Unknown
CA00-0000035299,2021,2,43,4313,1,1,White,1,Intimidation,Violent Crimes,Park/Playground,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,,Verbal slurs,,1,0,1,0,Hispanic or Latino
CA00-0000035300,2021,1,33,3315,1,1,Unknown,2,Aggravated Assault,Violent Crimes,Parking Lot/Garage,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,1,0,2,0,Unknown
CA00-0000035303,2021,1,43,4310,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Church/Synagogue/Temple,Anti-Jewish,Religion,Religious,,Graffiti,,0,0,0,0,Unknown
CA00-0000035304,2021,2,30,3005,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Park/Playground,Anti-Black or African American,Race/Ethnicity/Ancestry,Government,,Graffiti,,0,0,0,0,Unknown
CA00-0000035305,2021,2,30,3005,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,School-Elementary/Secondary,Anti-Black or African American,Race/Ethnicity/Ancestry,Business,,Graffiti,,0,0,0,0,Unknown
CA00-0000035306,2021,2,36,3608,1,1,Unknown,1,Simple Assault,Violent Crimes,School-College/University,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Other,,1,0,1,0,Hispanic or Latino
CA00-0000035307,2021,3,19,1942,1,1,Unknown,0,Intimidation,Violent Crimes,Church/Synagogue/Temple,Anti-Other Christian,Religion,Person,Unknown,Threatening letters/flyers/email,,1,0,0,0,Unknown
CA00-0000035308,2021,2,36,3608,1,1,White,1,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation,Person,"Firearm (unknown whether handgun, rifle or shotgun)",Other,,1,0,1,0,Unknown
CA00-0000035309,2021,3,19,1942,1,1,Unknown,1,Aggravated Assault,Violent Crimes,Residence/Home/Driveway,Anti-Transgender,Gender Nonconforming,Person,Handgun,Other,,1,0,1,0,Hispanic or Latino
CA00-0000035310,2021,3,19,1942,1,1,White,1,Intimidation,Violent Crimes,Highway/Road/Alley/Street,Anti-Asian,Race/Ethnicity/Ancestry,Person,Vehicle,Verbal slurs,,1,0,1,0,Unknown
CA00-0000035312,2021,3,19,1942,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Parking Lot/Garage,Anti-Jewish,Religion,Business,Unknown,Graffiti,,0,0,0,0,Unknown
CA00-0000035314,2021,3,19,1942,1,1,Unknown,1,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Other (bottle, rocks, spitting)",Disturbing public assembly/meeting,,1,0,1,0,Hispanic or Latino
CA00-0000035315,2021,4,56,5601,1,1,White,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Other (bottle, rocks, spitting)",Verbal slurs,,1,0,1,0,Not Hispanic or Latino
CA00-0000035316,2021,3,19,1997,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry,Business,Unknown,Graffiti,,0,0,0,0,Unknown
CA00-0000035318,2021,3,43,4307,1,1,White,1,Simple Assault,Violent Crimes,Parking Lot/Garage,Anti-Asian,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Other,,1,0,1,0,Unknown
CA00-0000035325,2021,3,54,5406,1,1,Unknown,1,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,,Verbal slurs,,1,0,1,0,Hispanic or Latino
CA00-0000035327,2021,1,48,4803,1,1,Unknown,0,Intimidation,Violent Crimes,School-Elementary/Secondary,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,,Threatening letters/flyers/email,,1,0,0,0,Unknown
CA00-0000035328,2021,1,7,703,1,1,White,1,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-Asian,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Other,,1,0,1,0,Not Hispanic or Latino
CA00-0000035329,2021,3,7,703,1,1,White,1,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-Asian,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Other,,1,0,1,0,Not Hispanic or Latino
CA00-0000035330,2021,3,49,4908,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,School-Elementary/Secondary,Anti-Black or African American,Race/Ethnicity/Ancestry,Government,,Graffiti,,0,0,0,0,Unknown
CA00-0000035331,2021,4,19,1942,3,3,Black or African American,1,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,,Verbal slurs,,3,0,1,0,Unknown
CA00-0000035336,2021,3,34,340H,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Park/Playground,Anti-Black or African American,Race/Ethnicity/Ancestry,Government,,Graffiti,,0,0,0,0,Unknown
CA00-0000035337,2021,3,34,340H,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Park/Playground,Anti-Black or African American,Race/Ethnicity/Ancestry,Government,Unknown,Graffiti,,0,0,0,0,Unknown
CA00-0000035338,2021,3,43,4311,2,2,Black or African American,1,Simple Assault,Violent Crimes,Restaurant,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,2,0,1,0,Unknown
CA00-0000035339,2021,2,30,3025,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,School-Elementary/Secondary,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry,Government,Unknown,Graffiti,,0,0,0,0,Unknown
CA00-0000035340,2021,2,30,3025,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,School-Elementary/Secondary,Anti-Jewish,Religion,Government,Unknown,Graffiti,,0,0,0,0,Unknown
CA00-0000035341,2021,3,33,3315,1,1,Unknown,1,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Other (bottle, rocks, spitting)",Damage to vehicle,,1,0,1,0,Unknown
CA00-0000035342,2021,2,30,3000,1,1,Unknown,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-White,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Other,,1,0,1,0,Unknown
CA00-0000035343,2021,3,38,3803,1,1,White,1,Simple Assault,Violent Crimes,School-College/University,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,1,0,0,1,Not Hispanic or Latino
CA00-0000035345,2021,3,12,1201,2,2,Unknown,0,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation,Person,,Other,,2,0,0,0,Unknown
CA00-0000035346,2021,3,44,4400,1,1,White,1,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,Vehicle,Verbal slurs,,1,0,1,0,Not Hispanic or Latino
CA00-0000035348,2021,3,19,1955,1,1,White,1,Simple Assault,Violent Crimes,Drug Store/Dr Office/Hospital,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,1,0,1,0,Not Hispanic or Latino
CA00-0000035349,2021,3,4,405,1,1,White,1,Aggravated Assault,Violent Crimes,Construction Site,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,Vehicle,Verbal slurs,,1,0,1,0,Not Hispanic or Latino
CA00-0000035350,2021,4,19,1942,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,School-Elementary/Secondary,Anti-Jewish,Religion,Business,Unknown,Graffiti,,0,0,0,0,Unknown
CA00-0000035351,2021,2,21,2117,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,Unknown,Damage to vehicle,,1,0,0,0,Unknown
CA00-0000035352,2021,3,30,3005,1,0,Group of Multiple Races,2,Destruction/Damage/Vandalism,Property Crimes,School-Elementary/Secondary,Anti-Black or African American,Race/Ethnicity/Ancestry,Business,,Graffiti,,0,0,0,2,Group of Multiple Ethnicities
CA00-0000035353,2021,3,43,4312,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Field/Woods/Park,Anti-Black or African American,Race/Ethnicity/Ancestry,Government,Unknown,Graffiti,,0,0,0,0,Unknown
CA00-0000035354,2021,1,1,109,1,1,Black or African American,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-White,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,1,0,1,0,Not Hispanic or Latino
CA00-0000035355,2021,4,19,1942,1,1,Unknown,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,1,0,1,0,Hispanic or Latino
CA00-0000035356,2021,4,19,1942,1,1,Black or African American,1,Aggravated Assault,Violent Crimes,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation,Person,Knife or other cutting or stabbing instrument,Verbal slurs,,1,0,1,0,Hispanic or Latino
CA00-0000035357,2021,4,1,104,1,1,Black or African American,1,Simple Assault,Violent Crimes,Shopping Mall,Anti-Asian,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Other,,1,0,1,0,Not Hispanic or Latino
CA00-0000035358,2021,2,7,724,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Government,,Graffiti,,0,0,0,0,Unknown
CA00-0000035359,2021,2,34,3404,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Grocery/Supermarket,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,,Graffiti,,1,0,0,0,Unknown
CA00-0000035360,2021,3,24,2406,1,1,White,1,Aggravated Assault,Violent Crimes,Service/Gas Station,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry,Person,"Blunt object (blugeon, club, etc.)",Verbal slurs,,1,0,1,0,
CA00-0000035362,2021,1,49,4903,1,1,White,1,Aggravated Assault,Violent Crimes,Convenience Store,Anti-Islamic (Muslim),Religion,Person,Knife or other cutting or stabbing instrument,Verbal slurs,,1,0,1,0,Not Hispanic or Latino
CA00-0000035363,2021,3,1,113,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Park/Playground,Anti-Asian,Race/Ethnicity/Ancestry,Government,,Graffiti,,0,0,0,0,Unknown
CA00-0000035364,2021,4,19,1942,1,1,Unknown,1,Aggravated Assault,Violent Crimes,Parking Lot/Garage,Anti-Physical Disability,Disability,Person,Knife or other cutting or stabbing instrument,Verbal slurs,,1,0,1,0,Hispanic or Latino
CA00-0000035365,2021,3,43,4314,1,0,White,1,Destruction/Damage/Vandalism,Property Crimes,Commercial/Office Building,Anti-Asian,Race/Ethnicity/Ancestry,Business,,Graffiti,,0,0,1,0,Unknown
CA00-0000035366,2021,3,43,4313,1,1,White,1,Intimidation,Violent Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,,Verbal slurs,,1,0,1,0,
CA00-0000035367,2021,3,43,4313,1,1,White,1,Simple Assault,Violent Crimes,Residence/Home/Driveway,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,1,0,1,0,
CA00-0000035368,2021,2,1,109,1,1,Unknown,1,Aggravated Assault,Violent Crimes,Government/Public Building,Anti-Asian,Race/Ethnicity/Ancestry,Person,Unknown,Verbal slurs,,1,0,1,0,Unknown
CA00-0000035369,2021,3,43,4313,1,1,White,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,1,0,1,0,Not Hispanic or Latino
CA00-0000035370,2021,3,43,4313,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Air/Bus/Train Terminal,Anti-Black or African American,Race/Ethnicity/Ancestry,Business,,Graffiti,,0,0,0,0,Unknown
CA00-0000035371,2021,3,43,4313,1,1,White,1,Intimidation,Violent Crimes,Highway/Road/Alley/Street,Anti-Asian,Race/Ethnicity/Ancestry,Person,,Verbal slurs,,1,0,1,0,Hispanic or Latino
CA00-0000035372,2021,3,43,4313,1,1,White,1,Intimidation,Violent Crimes,Restaurant,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,,Verbal slurs,,1,0,1,0,
CA00-0000035373,2021,3,43,4313,1,1,Black or African American,1,Simple Assault,Violent Crimes,Restaurant,Anti-Asian,Race/Ethnicity/Ancestry,Person,"Other (bottle, rocks, spitting)",Verbal slurs,,1,0,1,0,
CA00-0000035374,2021,3,43,4313,1,1,Black or African American,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Asian,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,1,0,1,0,
CA00-0000035375,2021,3,43,4313,1,1,White,1,Intimidation,Violent Crimes,Highway/Road/Alley/Street,Anti-Asian,Race/Ethnicity/Ancestry,Person,,Verbal slurs,,1,0,1,0,
CA00-0000035376,2021,3,43,4313,1,1,White,1,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,"Blunt object (blugeon, club, etc.)",Verbal slurs,,1,0,1,0,Hispanic or Latino
CA00-0000035377,2021,3,43,4313,1,1,White,3,Intimidation,Violent Crimes,Park/Playground,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,,Verbal slurs,,1,0,3,0,
CA00-0000035378,2021,4,19,1942,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Commercial/Office Building,Anti-Jewish,Religion,Business,"Other (bottle, rocks, spitting)",Graffiti,,0,0,0,0,Unknown
CA00-0000035379,2021,4,19,1942,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Commercial/Office Building,Anti-Jewish,Religion,Person,"Other (bottle, rocks, spitting)",Graffiti,,1,0,0,0,Unknown
CA00-0000035380,2021,4,19,1942,1,1,Black or African American,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-White,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Other,,1,0,1,0,Unknown
CA00-0000035381,2021,4,19,1942,1,1,Black or African American,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,"Other (bottle, rocks, spitting)",Other,,1,0,1,0,Unknown
CA00-0000035383,2021,3,38,3801,1,1,Black or African American,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-White,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,1,0,1,0,
CA00-0000035384,2021,3,38,3801,1,1,White,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,1,0,1,0,
CA00-0000035385,2021,3,57,5701,1,1,White,1,Simple Assault,Violent Crimes,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,1,0,1,0,Not Hispanic or Latino
CA00-0000035386,2021,3,38,3801,1,1,Black or African American,1,Intimidation,Violent Crimes,Restaurant,Anti-Asian,Race/Ethnicity/Ancestry,Person,,Verbal slurs,,1,0,1,0,
CA00-0000035387,2021,4,56,5601,1,1,White,1,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,,Annoying telephone calls/fax,,0,1,0,1,Not Hispanic or Latino
CA00-0000035388,2021,4,19,1942,1,1,White,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Asian,Race/Ethnicity/Ancestry,Person,"Other (bottle, rocks, spitting)",Other,,1,0,1,0,Unknown
CA00-0000035389,2021,4,19,1942,1,1,Black or African American,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Lesbian,Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,1,0,1,0,Unknown
CA00-0000035390,2021,4,19,1942,4,4,Unknown,1,Intimidation,Violent Crimes,Highway/Road/Alley/Street,Anti-Jewish,Religion,Person,,Verbal slurs,,4,0,1,0,Unknown
CA00-0000035394,2021,3,54,5400,1,1,Unknown,1,Aggravated Assault,Violent Crimes,Farm Facility,Anti-Gay (Male),Sexual Orientation,Person,Vehicle,Verbal slurs,,1,0,1,0,Hispanic or Latino
CA00-0000035395,2021,2,38,3801,1,1,Unknown,1,Intimidation,Violent Crimes,Restaurant,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry,Person,,Verbal slurs,,1,0,1,0,Unknown
CA00-0000035396,2021,3,49,4900,1,1,Unknown,0,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-Gender Nonconforming,Gender Nonconforming,Person,,Threatening letters/flyers/email,,0,1,0,0,Unknown
CA00-0000035398,2021,3,38,3801,1,1,White,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Asian,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,1,0,1,0,Hispanic or Latino
CA00-0000035399,2021,3,38,3801,1,1,Unknown,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Asian,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,1,0,1,0,Unknown
CA00-0000035400,2021,4,19,1942,2,2,Black or African American,1,Aggravated Assault,Violent Crimes,Residence/Home/Driveway,Anti-Lesbian,Sexual Orientation,Person,"Other gun (pellet, BB, stun gun, etc.)",Verbal slurs,,2,0,1,0,Unknown
CA00-0000035401,2021,3,19,1967,1,1,White,1,Aggravated Assault,Violent Crimes,Air/Bus/Train Terminal,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Other (bottle, rocks, spitting)",Verbal slurs,,1,0,1,0,Not Hispanic or Latino
CA00-0000035403,2021,3,38,3801,5,5,White,1,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Asian,Race/Ethnicity/Ancestry,Person,"Other (bottle, rocks, spitting)",,,5,0,1,0,Hispanic or Latino
CA00-0000035404,2021,3,38,3801,1,1,Asian,1,Intimidation,Violent Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,,Verbal slurs,,1,0,1,0,
CA00-0000035406,2021,3,21,2103,1,1,White,1,Simple Assault,Violent Crimes,Specialty Store (TV/Fur/etc.),Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,1,0,1,0,Not Hispanic or Latino
CA00-0000035407,2021,3,19,1953,1,1,White,1,Intimidation,Violent Crimes,Drug Store/Dr Office/Hospital,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,,Threatening letters/flyers/email,,1,0,1,0,Unknown
CA00-0000035410,2021,3,30,3009,1,0,White,1,Destruction/Damage/Vandalism,Property Crimes,Church/Synagogue/Temple,Anti-Buddhist,Religion,Religious,"Personal weapons (hands, feet, teeth, etc.)",Other,,0,0,1,0,Not Hispanic or Latino
CA00-0000035411,2021,3,30,3009,1,1,Unknown,0,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation,Person,,Verbal slurs,,1,0,0,0,Unknown
CA00-0000035412,2021,3,30,3009,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Restaurant,Anti-White,Race/Ethnicity/Ancestry,Business,Unknown,Graffiti,,0,0,0,0,Unknown
CA00-0000035413,2021,4,19,1942,1,1,Black or African American,1,Simple Assault,Violent Crimes,Air/Bus/Train Terminal,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,1,0,1,0,Not Hispanic or Latino
CA00-0000035414,2021,3,33,3311,1,1,White,1,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,,Annoying telephone calls/fax,,1,0,1,0,Not Hispanic or Latino
CA00-0000035415,2021,1,19,1942,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Commercial/Office Building,Anti-Black or African American,Race/Ethnicity/Ancestry,Business,"Other (bottle, rocks, spitting)",Other,,0,0,0,0,Unknown
CA00-0000035416,2021,1,19,1942,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Commercial/Office Building,Anti-Black or African American,Race/Ethnicity/Ancestry,Business,"Other (bottle, rocks, spitting)",Other,,0,0,0,0,Unknown
CA00-0000035417,2021,1,19,1942,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Commercial/Office Building,Anti-Black or African American,Race/Ethnicity/Ancestry,Business,"Other (bottle, rocks, spitting)",Other,,0,0,0,0,Unknown
CA00-0000035418,2021,1,19,1942,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry,Business,"Other (bottle, rocks, spitting)",Other,,0,0,0,0,Unknown
CA00-0000035419,2021,1,19,1942,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Commercial/Office Building,Anti-Black or African American,Race/Ethnicity/Ancestry,Business,"Other (bottle, rocks, spitting)",Other,,0,0,0,0,Unknown
